mass,recclass,year,reclat,reclong
1485.7,L6,2009,21.037120,57.231100
806,LL6,2010,20.525960,56.797250
2339,H5,2002,21.006330,57.321830
99.67,L6,2010,20.134520,56.589770
146.35,L6,2010,20.266530,56.516530
49.66,L6,2010,20.380600,56.593420
412.8,H5,2010,20.537380,56.989170
154,L6,2011,21.107070,57.043630
34,L6,2011,21.059700,57.276320
120,L6,2011,21.059180,57.276200
3298,H6,2011,20.765780,57.283320
2850,H6,2011,20.512280,57.283270
670,H5,2011,20.388480,57.002980
1031.7,H5,2011,20.599470,57.142940
2353,L5,2011,20.099770,56.705070
53.8,H4,2011,20.237980,56.930350
176.2,H4,2011,20.504830,56.834070
130.9,H5,2011,20.424700,56.650130
89.7,L6,2011,20.770450,57.089120
1484,L6,2010,20.596270,57.159170
260,L4,2010,20.099200,56.598380
2022,H6,2010,20.240950,56.642400
2075,H6,2011,21.040350,57.043580
3,H4,null,20.174170,56.511110
48.5,L5,2004,21.067330,57.267670
2700,H4,1910,-32.083330,21.333330
2135,H5,1905,38.466670,-100.933330
1383.6,LL5,2006,null,null
2072,L5,2006,null,null
205.1,L5,2006,null,null
204.2,L5,2006,null,null
64.099999999999994,L5,2006,null,null
32.700000000000003,L5,2006,null,null
65.400000000000006,L5,2006,null,null
13.4,L5,2006,null,null
17,L5,2006,null,null
3.5,L5,2006,null,null
6.1,L5,2006,null,null
9.5,H6,2006,null,null
5.7,L5,2006,null,null
14.4,L5,2006,null,null
22.4,L5,2006,null,null
39.1,L5,2006,null,null
16.8,L5,2006,null,null
5.9,L5,2006,null,null
16.100000000000001,L5,2006,null,null
2.5,LL5,2006,null,null
4.3,LL5,2006,null,null
1.4,L5,2006,null,null
1.2,LL5,2006,null,null
1.2,L5,2006,null,null
0.4,LL5,2006,null,null
40.5,LL5,2006,null,null
311.5,L4,1998,-87.033330,-148.000000
199,L6,1998,-87.033330,-148.000000
84.3,L6,1998,-87.033330,-148.000000
118000,H5,1937,32.500000,-101.000000
13000,H4,1962,32.933330,-102.583330
4600,H5,1976,32.917220,-102.500000
444,H6,2002,20.818330,12.973330
750,H6,1956,39.366670,-100.633330
3500,H5,1941,39.300000,-102.833330
8600,L6,1991,39.276670,-102.886670
1560,LL5,1960,39.533330,-100.566670
140600,H4,1906,32.400000,-87.000000
43900,H4,1961,32.683330,-102.616670
1184,H4,1965,32.543330,-102.705000
1711,H4,1967,32.550000,-102.391670
1710,H6,1976,32.716670,-102.650000
758.2,H5,1977,32.716670,-102.650000
5421,H5,2008,32.700380,-102.672680
640.4,H5,1999,32.716670,-102.650000
478,L6,1976,32.716670,-102.650000
1192.7,H5,1976,32.716670,-102.650000
1900,H4,1936,39.833330,-96.066670
3800,H5,1977,34.268890,-101.647220
12.37,H5,2001,-19.367750,-66.967870
3027,H5,1933,32.400000,-102.583330
1074,H5,2005,30.553830,57.784170
286,LL6,2000,18.185000,55.110000
1248,L6,2000,18.707280,55.721350
10350,H5,2001,18.182330,55.501830
10350,H5,2001,18.182330,55.501830
344.66,H5,1998,18.214320,55.713220
374.42,H6,1998,18.447280,55.921630
323.85000000000002,H6,1998,18.526320,55.932980
323.5,H5,2009,18.867950,55.450730
9472.2000000000007,L6,2009,18.872530,55.475920
291.60000000000002,L6,2009,18.888680,55.437850
201.2,H4,2009,18.900150,55.593470
101.9,H4,2009,18.942550,55.631430
405.8,H4,2009,18.986450,55.586480
34.1,L6,2009,18.999320,55.495220
184,L6,2011,18.974000,55.089000
84.4,H5,2011,18.651480,55.141880
127.1,H5,2011,18.653880,55.146700
347.8,H4,2011,18.898370,55.581870
19.21,H4,2011,18.911000,55.556900
23400,L6,1983,38.770830,-101.798330
62.1,H4,1999,34.125000,-115.563330
4.4,L4,1999,34.125000,-115.563330
235,L6,1969,35.765000,140.410000
9780,H5,1962,38.700000,-100.350000
950,H4,1915,39.500000,140.200000
936.8,L6,2001,18.508000,53.987330
88.6,H5,2001,18.587500,53.914170
234,H5,2000,18.569500,53.910170
325.7,H5,2001,18.584330,53.913670
445.6,H6,2001,18.466170,53.834170
244,L5,2002,18.541670,53.998330
185,H4,2001,18.563330,53.926670
17604,L5,2001,18.550000,53.970000
478,L4,2001,18.558330,53.913330
802,H4,2002,18.561670,53.971670
2579,L5,2004,18.328830,53.886000
3409.3,L5,2001,18.549080,53.922900
84.48,H5,2001,18.438400,53.968920
12.83,H4,2001,18.423220,53.609050
116.54,L6,2001,18.537330,53.933120
1332.73,H4,2001,18.547500,53.893500
255.25,L5,1998,18.167200,53.845550
841,L5,1998,18.552870,53.987430
900.84,L5,1998,18.554730,53.996870
7293.48,L6,1998,18.107400,53.831900
396.56,H4,1998,18.123030,53.754780
61.39,H6,1998,18.141300,53.912050
818.11,LL6,1998,18.142770,53.807530
204.71,H5,1998,18.150100,53.800470
176.28,H5,1998,18.153600,53.774870
503.76,L6,2003,18.213350,53.846750
69.52,H5,2003,18.041000,53.692670
73.650000000000006,H4,2003,18.420620,54.050580
355.06,L6,2003,18.429570,54.041270
1508.6,L5,2002,18.542020,53.937470
379.85,L5,2002,18.545880,53.933780
1400.2,L5,2002,18.552820,53.935500
393.86,L6,2003,18.574520,53.816100
88.48,H4,2003,18.153170,53.841950
2298,H6,2005,18.151690,53.948220
182,L5,2005,18.548640,53.950500
396,L6,2005,18.547440,53.994280
1400,L6,2002,18.626180,53.915830
3600,L6,2002,18.626200,53.915600
842.5,H4,2002,18.521730,53.803920
550,L5,2002,18.551850,53.909120
490.5,L5,2002,18.543530,53.976350
49,H4,2007,18.258620,53.992130
11.7,H5,2007,18.257950,53.993420
32.5,H4,2007,18.259850,53.992820
1872.3,H4,2002,18.557120,53.913820
520.6,H4,2008,18.606600,53.960150
17.649999999999999,L6,2009,18.323330,53.387670
12688,H5,2004,18.606670,53.951170
1304,H5,2004,18.604170,53.968330
173.2,LL5,2009,18.364420,53.596860
120,LL6,2010,18.543620,53.991250
1170,L6,2010,18.220120,53.820970
71300,L5,1995,-40.800000,-67.483330
1000,H5,1962,33.000000,-107.500000
971,L5,2004,22.783330,4.150000
43.8,LL6,2000,35.517520,-116.176070
218.8,L4,2000,35.373330,-116.125000
16.5,H6,2000,35.344430,-116.114850
350.7,L6,1883,-31.883330,141.200000
2576,H4,1938,34.533330,-101.183330
28600,L6,1991,31.000000,11.666670
820,H5,1991,30.916670,11.783330
10.9,H5,1991,30.900000,11.783330
22.4,L5,1991,30.966670,11.616670
3540,H4,1966,49.250000,-111.866670
1070,L4,1941,33.433330,-101.750000
1250,L6,1962,-30.250000,126.333330
322,L6,1989,-30.300000,126.033330
129,H5,null,-30.173670,126.292330
60.39,L4,1992,-30.160000,126.386670
16.37,H5,1992,-30.200000,126.500000
145.30000000000001,L6,1992,-30.162830,126.408330
15.06,L6,1992,-30.163330,126.408500
117.3,L6,1991,-30.168670,126.287170
66,LL5,1995,-30.183330,126.366670
3.5,H5,1994,-30.027500,126.270170
173.8,L6,1994,-30.031830,126.272830
173.8,H5,1994,-30.012830,126.257830
14.24,H6,1993,-30.102330,126.351500
25.6,LL5,1993,-30.118330,126.247670
63.5,L5,1993,-30.106500,126.262670
72.3,H4,1993,-30.108670,126.260330
30.3,L5,1993,-30.105500,126.255500
192,H5,2005,-30.179170,126.400560
150,L6,2005,-30.173610,126.434440
10.85,H5,2005,-30.160280,126.348330
950,L6,1838,55.000000,35.000000
8220,H5,1962,34.650000,-91.583330
1585,L6,1937,39.833330,-99.016670
254,H4,2011,40.954650,-118.496930
3273,H6,1968,33.583330,-102.166670
66,H5,1975,-31.100000,138.266670
1160,L5,1994,32.158330,-111.113330
60,H6,1977,41.383330,-123.500000
19300,L4,1997,55.429500,55.787270
4763,L5,1971,34.266670,-101.250000
8860,H6,2000,34.001110,-102.128330
8143,H5,1965,36.346110,-97.185000
3200,L6,1937,37.383330,-102.633330
17300,L6,1980,34.344440,-102.223610
983,L5,2011,40.801000,-114.701000
18,L6,2011,40.792000,-114.708000
373.5,H6,1938,40.450000,-100.750000
531.6,L6,1976,-25.066670,14.883330
2600,LL6,1965,31.733330,-101.505000
6800,L5,1957,39.400000,-100.033330
1250,L5,2002,36.784500,-114.949670
2158.2600000000002,L5,2000,32.437500,-81.916670
140.30000000000001,L6,1991,-84.200000,-86.000000
75.599999999999994,H6,2001,36.205800,-116.170420
28.9,L6,2001,36.207580,-116.169180
6.8,H4,2001,36.211530,-116.167850
58.9,L6,2001,36.255470,-116.185520
62,L6,2001,36.229070,-116.179350
20.100000000000001,H4,2001,36.237280,-116.172200
8.699999999999999,H4,2001,36.237220,-116.172420
4.2,H6,2001,36.237430,-116.172230
375,LL5,2003,36.175570,-116.159000
41.7,H5,2003,36.184720,-116.143420
49.6,H6,2003,36.210170,-116.168250
130,H6,2012,36.235000,-116.183580
2700,H5,2008,-23.255560,116.900830
5000,H5,1960,40.637830,-103.697170
2700,H5,1942,37.283330,-102.200000
909,L4,1989,-32.866670,134.283330
13700,LL6,2010,35.987280,-115.858280
1300,L6,1952,37.500000,-100.833330
13266,LL6,2005,24.636330,-14.716330
1892,H5,1990,32.983330,-102.378330
6200,L5,1979,34.766670,-102.416670
4300,H4,1985,36.000000,-101.833330
15.6,L6,1985,39.162780,-112.708060
3.4,H5,2000,35.254480,-117.109720
145,L6,2000,35.223580,-117.113600
65.599999999999994,H6,2001,35.247420,-117.099900
15.3,L6,2001,35.235330,-117.100500
32.92,H6,2001,35.238000,-117.036500
78.5,H6,2001,35.238830,-117.026670
67.209999999999994,L6,2001,35.238330,-117.032830
77.44,L6,2001,35.236000,-117.044000
116.42,L6,2001,35.235830,-117.044000
26.26,L4,2001,35.236330,-117.043170
2.52,H6,2001,35.236170,-117.043000
2.74,L5,2002,35.233330,-117.039450
2.74,H5,2002,35.236670,-117.039450
307.75,L6,2003,35.238580,-117.026280
38.9,H5,2004,35.237050,-117.016180
15.8,L4,2006,35.236250,-117.046380
333,H5,2000,32.870830,-115.782500
7600,H5,1964,40.600000,-97.866670
118.1,L4,1932,20.016670,50.933330
106.1,H6,1932,19.955560,51.033330
1200,L5,1979,34.950000,-107.166670
1760,H5,1961,32.550000,-100.416670
3100,L6,1983,-34.050000,145.833330
270,H4,1951,36.450000,-104.100000
490,H5,1951,36.450000,-104.100000
25000,L5,1934,34.450000,-104.016670
641,LL6,1984,34.450000,-104.016670
31.4,H6,1946,null,null
36,L6,1991,25.541110,0.496670
13000,H6,1963,31.866670,-99.583330
13.84,H6,2002,-23.981000,-68.313000
482,H5,1989,25.383330,0.516670
2347,H5,1989,24.400000,1.033330
142,H4,1989,25.450000,0.550000
131,L6,1989,25.133330,0.466670
780,H5,1989,25.300000,0.616670
682,H6,1989,25.300000,0.633330
736,H6,1991,25.436940,0.493890
1480,L6,1991,25.475560,0.708330
365,H4,1991,25.463060,0.704440
347,H5,1991,24.718610,0.208330
576,L6,1991,24.734440,0.201390
32,H5,1991,24.746110,0.198890
143,L6,1991,25.138060,0.285280
92,L6,1991,25.131940,0.410560
48,H6,1991,25.114440,0.314720
22,H5,1991,25.312220,-0.355830
37,H4,1991,25.433890,0.013060
621,L6,1991,25.440280,0.075280
207,H5,1991,25.526110,0.600560
3150,H5,1991,25.370560,-0.022500
120,LL6,1991,25.392220,-0.036390
4720,H5,1991,25.434720,-0.090280
106,H5,1991,25.488610,0.222220
338,H5,1991,25.499720,0.661940
114,H4,1992,25.604720,0.403060
79,H4,1992,25.534440,0.094440
472,H4,1992,25.537220,0.137220
350,H5,1992,25.523890,0.318060
170,H6,1992,25.453060,0.401670
1342,H5,1992,25.397500,0.607500
56,H6,1992,25.292780,-0.211110
94,H5,1992,25.145560,0.047500
59,L6,1992,25.144720,0.040830
737,H4,1992,25.263060,-0.188890
576.4,H5,2002,25.433330,0.400000
251.4,H4,2002,25.400000,0.416670
151.1,H6,2002,25.483330,0.150000
2350,L6,2002,25.333330,0.550000
156.4,L5,2002,25.216670,0.216670
974,L5,2002,25.425560,0.097500
1135,H4,2002,25.195830,0.236670
30000,L4,2002,25.407500,0.136390
1600,H6,2002,25.192780,0.786110
180,H5,2002,25.283330,0.100000
240,L6,2002,25.583330,0.400000
107,L5,2002,25.266670,0.100000
62285,H6,2002,24.438170,0.103000
130,L6,2002,24.424000,0.122330
496,H5,2002,24.222170,0.473500
616,L6,2002,24.068330,-1.352500
3548,L6,2003,24.620500,-0.561700
217,L4,2003,24.621120,-0.539620
1599,L6,2003,24.735730,-0.524130
1031,H6,2003,24.580250,-0.518630
213,H5,2003,25.240320,0.198480
369,L6,2003,24.756100,-0.434580
136,H5,2003,25.290380,0.056220
320,H5,2003,25.756100,0.267920
660,H5,2002,25.366670,1.083330
581,L6,2002,25.233330,0.150000
2430,L6,1991,30.900000,-4.238330
8350,LL6,1999,30.900000,-3.966670
370,L5,1912,51.366670,107.383330
1040,L6,1954,19.500000,55.500000
226.5,H4,1967,39.320000,-82.370000
560,H5,2001,18.068330,6.668330
9.4,H5,2001,18.237000,6.519830
12.5,H5,2001,18.300330,6.506830
1787,H4,1938,33.233330,-103.441670
244.2,L5,2005,null,null
892.1,L4,1982,-77.733330,162.166670
16600,H6,1930,34.383330,-100.400000
5000,L6,1959,31.116670,-97.300000
11.1,L6,2000,-80.250000,153.500000
19.8,L6,2000,-80.250000,153.500000
51.3,H4,2000,45.508330,12.308330
26200,H5,1937,36.400000,-103.016670
438.6,H5,1974,-32.116670,141.083330
193,H6,2007,-85.167000,-94.750000
224,L6,2007,-85.166330,-94.716670
266,L6,2007,-85.164670,-94.548830
280,L5,2007,-85.162000,-94.547500
432,H4,2007,-85.160330,-94.562000
1865,H6,2007,-85.233500,-90.437330
222,L5,2007,-85.159000,-94.616000
32,H6,2007,-85.157000,-94.596670
152,H6,2007,-85.165830,-94.791830
370,L5,2007,-85.167167,-94.675170
119,L5,2007,-85.164670,-94.721170
19,H6,2007,-85.169500,-94.782500
396,L5,2007,-85.165670,-94.683833
96,H6,2008,-85.348000,-87.230000
44,L6,2008,-85.240670,-90.351000
44,H5,2008,-85.239000,-90.326000
65,L6,2008,-85.244170,-90.344830
511,H5,2008,-85.387000,-87.115830
112,H5,2008,-85.165670,-94.744330
34,H6,2008,-85.175670,-94.745170
220.8,L5,1982,-85.184060,-94.160000
281.60000000000002,L6,1982,-85.164690,-94.651110
476,LL6,1982,-85.163240,-94.621270
321.60000000000002,L4,1982,-85.164880,-94.647750
1115.7,H6,1982,-85.250000,-91.000000
152,L4,1982,-85.165480,-94.623670
220.8,L4,1982,-85.165940,-94.619520
230.9,H5,1982,-85.165140,-94.630740
179.5,L4,1982,-85.165560,-94.616110
35.200000000000003,H5,1982,-85.152560,-94.592290
18.399999999999999,H5,1982,-85.250000,-91.000000
15.4,H5,1982,-85.250000,-91.000000
70.2,H5,1982,-85.250000,-91.000000
256.10000000000002,L4,1991,-85.165190,-94.590690
1086,L4,1991,-85.162470,-94.569290
304.7,L4,1991,-85.162220,-94.575270
264.89999999999998,L4,1991,-85.162200,-94.576090
234.7,L4,1991,-85.164960,-94.575110
158.5,L4,1991,-85.164550,-94.577860
82.5,H6,1991,-85.164960,-94.554070
207.4,H5,1991,-85.165110,-94.553010
310.39999999999998,L4,1991,-85.165180,-94.546880
660.1,L4,1991,-85.162040,-94.551620
514.70000000000005,L5,1991,-85.161030,-94.559590
276.3,L4,1991,-85.157770,-94.571300
491.5,L4,1991,-85.157940,-94.569840
63.8,H5,1991,-85.156650,-94.562990
156.80000000000001,L4,1991,-85.158440,-94.577890
16.5,H5,1991,-85.158850,-94.582310
165.5,L4,1991,-85.159310,-94.597180
15.7,L6,1991,-85.164130,-94.590810
127.2,L4,1991,-85.164040,-94.593800
233.6,L4,1991,-85.163490,-94.600180
264.60000000000002,L4,1991,-85.162210,-94.620190
253.7,H6,1991,-85.161750,-94.843350
288,L4,2000,-85.165170,-94.573350
113.8,H5,2000,-85.163730,-94.594730
313.39999999999998,L4,2000,-85.163450,-94.590880
47.7,LL5,2000,-85.162920,-94.592470
31,H6,2000,-85.163230,-94.579870
51.9,L4,2000,-85.160820,-94.615700
147.5,H6,2000,-85.161030,-94.597450
302.89999999999998,L5,2000,-85.155480,-94.546870
116.8,H5,2000,-85.165400,-94.797350
473,L5,2000,-85.158520,-94.621250
159,L4,2000,-85.154680,-94.589630
248.5,L4,2000,-85.165350,-94.724530
371.3,L5,2000,-85.167820,-94.727880
78.599999999999994,H5,2000,-85.165230,-94.733750
1527.6,L4,2000,-85.163450,-94.856950
436.9,H4,2000,-85.165130,-94.846180
136,L5,2000,-85.160480,-94.791350
218,L6,1888,33.466670,-82.483330
3.8,L6,1978,-31.566670,127.800000
107000,L6,1967,28.116670,0.533330
602,H6,2009,30.748190,10.210170
23.5,L6,2009,30.795760,10.245570
17.100000000000001,H6,2009,30.819300,10.250300
10.6,H5,2009,30.967910,10.045870
18.3,L6,2009,30.967590,10.046770
20.7,L4,2009,30.971530,10.054990
11,H5,2009,30.975620,10.090260
28,L4,2010,30.933700,10.065250
0.41,L4,2010,30.933970,10.069430
3.7,L4,2010,30.930800,10.051450
5.4,L6,2002,26.500000,-10.500000
26900,H5,1997,19.949000,11.933000
329.2,L6,1997,20.009830,11.865670
1362,H5,1997,19.955000,11.875170
327,H5,1997,19.919330,11.881830
560.1,H5,1997,19.911170,11.875170
9250,H5,2001,20.201170,11.587000
7,L4,1982,34.983330,-101.733330
473,H6,1990,26.566670,15.733330
516,L5,1966,18.916670,6.250000
40,H5,2002,29.750000,34.916670
1550,H6,1997,27.750000,-8.133330
5386,H4,1963,37.200000,-103.583330
6600,H5,1974,33.216670,-102.631670
1500,H5,1863,42.883330,-73.600000
157,H4,1992,-27.866670,141.733330
610,L6,1983,26.833330,-105.416670
22000,H6,1945,-29.233330,-61.766670
2650,L6,2002,27.635330,-0.516670
5150,H5,2002,27.466670,-0.516670
1214.5,H5,1962,41.116670,-89.808330
53.5,H6,1997,40.550000,141.233330
175400,H5,1889,30.300000,-97.700000
5900,H4,1889,30.555560,-97.952780
1000,L6,1956,20.050000,-1.683330
846,L4,2005,33.916670,-112.550000
43.4,H5,1978,38.581390,-104.076670
15900,L6,1934,41.550000,-100.966670
1225300,L5,1968,48.700000,45.700000
2300,H5,1981,34.666670,-102.000000
17.690000000000001,L6,2001,38.998610,-113.381670
5.1,L5,2009,38.943060,-113.378330
1.32,H5,2009,38.945000,-113.382220
4800,L6,1917,34.533330,-101.700000
17700,H6,1981,34.606670,-101.766670
31.73,H4,2000,39.636110,-117.654720
11.3,H6,2001,39.673570,-117.604320
7.8,H4,2001,39.684490,-117.620720
8.1,H6,2001,39.684440,-117.620220
4.7,L6,2001,39.684400,-117.620070
8.800000000000001,L6,2001,39.684360,-117.620180
44,H5,2001,39.685180,-117.621050
7,H5,2001,39.680720,-117.627780
31,H4,2001,39.680350,-117.629180
13.4,H5,2001,39.684320,-117.620520
41.6,H4,2005,39.678880,-117.629450
25.3,H5,2007,39.689450,-117.623580
26.1,H4,2007,39.689080,-117.622570
4.6,H5,2007,39.687200,-117.626180
18.100000000000001,H4,2007,39.689380,-117.620320
9.300000000000001,H5,2007,39.677200,-117.628580
10.7,H6,2007,39.681050,-117.613250
68,H4,2010,39.689730,-117.618220
218,L5,1994,-35.483330,142.600000
236,L6,1920,44.016670,28.633330
19700,H5,1962,37.633330,-102.416670
21400,H6,1999,46.700000,-110.133330
150,H4,1985,32.250000,-110.833330
658,L6,1988,29.416670,20.500000
271.8,L6,1970,-29.966670,120.600000
4680,H5,2006,54.364947,48.591447
3900,H4,1927,37.600000,-101.250000
696,L6,1960,21.500000,50.500000
13000,L6,1954,34.950000,-102.117500
1847,H5,2001,21.318330,56.416670
1048,H5,2001,21.323330,56.421670
290.3,L6,2009,21.005780,56.469180
3989,L6,2009,21.064930,56.481880
251.7,H4,2009,21.348850,56.161870
790.5,H4,2009,21.376030,56.291120
1354.8,H4,2009,21.380150,56.290830
205.6,L6,2009,21.372800,56.313770
1713.8,H4,2009,21.373870,56.313650
395.66,L6,2010,21.345330,55.463000
3.86,H5,2010,21.343870,55.457120
97.48,H5,2010,21.229380,55.516920
3.16,L6,2010,21.229480,55.520870
1.36,L6,2010,21.231620,55.521120
101.98,H5,2010,21.235130,55.534830
144.38,L6,2010,21.142700,55.539120
305.98,L6,2010,21.125380,55.526970
255.83,L6,2010,21.126380,55.537030
2907,L6,2010,21.113030,55.540830
123.64,L6,2010,21.113330,55.540980
24.71,L6,2010,21.110730,55.531470
212.69,H6,2010,21.023580,55.562970
4335.1000000000004,H4,2010,21.048320,55.573720
70.2,L6,1932,19.027780,51.083330
2000,L6,2005,22.842310,55.141030
47,H6,2009,22.709860,55.125420
205,H5,2009,22.699220,55.088110
212,H6,2009,22.699440,55.095030
200,L4,2009,22.700470,55.104250
7,H5,2009,22.788750,55.094690
23,H5,2009,22.790640,55.094530
15,H6,2009,22.793170,55.096670
53,L6,2009,22.849970,55.144530
296,L6,2009,22.851140,55.141750
21,L6,2009,22.860560,55.183170
55,L6,2009,22.878470,55.151280
95,L6,2009,22.869060,55.151890
57,L6,2009,22.868810,55.151530
19,L6,2009,22.868780,55.150080
15,L6,2009,22.865890,55.156690
540,H5,2009,22.795060,55.207750
87,L6,2009,22.887640,55.175390
170,L6,2009,22.888110,55.184390
35,L6,2009,22.888720,55.184444
100,L6,2009,22.894920,55.170810
87,L6,2009,22.895280,55.170330
45,L6,2009,22.893140,55.178280
148,L6,2009,22.893080,55.174440
97,L6,2009,22.891830,55.181420
107,L6,2009,22.894060,55.170500
39,L6,2009,22.890920,55.179890
2335.64,LL5,2003,18.444320,52.978050
1000,H4,1936,36.200000,-103.900000
8200,H5,1915,29.200000,-99.766670
33500,H5,null,39.000000,-0.033330
2300,L4,1942,42.933330,-100.750000
4000,L6,1962,61.050000,26.833330
129.9,L6,1929,35.466670,-115.666670
2000,L6,1913,63.300000,27.733330
1013,H4,1960,32.400000,-97.083330
6900,L5,2003,-41.066670,-62.850000
35,L4,1934,34.683330,-101.383330
2900,H5,1983,26.750000,-105.250000
14000,H4,1890,47.916670,4.350000
430,L5,1926,-35.016670,139.916670
191.5,L6,1980,-32.066670,125.150000
19000,H6,1962,50.516670,-113.133330
45000,H4,1991,57.533330,49.000000
