mass,recclass,year,reclat,reclong
44.2,H5,2004,null,null
35.6,L5,2004,null,null
25.2,L5,2004,null,null
7.9,L5,2004,null,null
32.700000000000003,L5,2004,null,null
47,L5,2004,null,null
54.9,L5,2004,null,null
34.700000000000003,L5,2004,null,null
34.1,L6,2004,null,null
7.6,L5,2004,null,null
4.5,LL6,2004,null,null
711.4,LL5,2004,null,null
576.5,L5,2004,null,null
401.3,LL5,2004,null,null
739.7,L6,2004,null,null
564.29999999999995,L5,2004,null,null
714.8,L5,2004,null,null
616.29999999999995,LL5,2004,null,null
370.6,L6,2004,null,null
341.8,L5,2004,null,null
400.5,L5,2004,null,null
257.10000000000002,H5,2004,null,null
431.1,L5,2004,null,null
712.2,L5,2004,null,null
189.7,H6,2004,null,null
326.89999999999998,H5,2004,null,null
271,H5,2004,null,null
195,H5,2004,null,null
225.7,L5,2004,null,null
138.4,H5,2004,null,null
144.9,L5,2004,null,null
119.6,LL5,2004,null,null
102.8,LL5,2004,null,null
83.2,L6,2004,null,null
67.8,H6,2004,null,null
37.799999999999997,H5,2004,null,null
45,H5,2004,null,null
43.1,H5,2004,null,null
25.6,H5,2004,null,null
54.2,L5,2004,null,null
32.299999999999997,L5,2004,null,null
72.2,L5,2004,null,null
59.3,L5,2004,null,null
70.3,L5,2004,null,null
52.9,L5,2004,null,null
77.5,L5,2004,null,null
44,LL5,2004,null,null
2.1,H5,1979,34.083330,-103.500000
3.1,L5,2004,null,null
9.1,L5,2004,null,null
16.600000000000001,L5,2004,null,null
8.5,L5,2004,null,null
14.7,L5,2004,null,null
11.8,L6,2004,null,null
8.1,L5,2004,null,null
7.1,L5,2004,null,null
1641,L5,1980,34.422220,-101.497500
52.7,L6,2003,41.650000,-109.025000
440,H5,1936,37.116670,-101.600000
207.5,H4,1939,37.116670,-101.600000
435,H5,1941,37.083330,-101.600000
3400,L6,2009,50.285330,46.699670
17200,H4,1938,35.766670,-102.950000
1039,H5,1991,-23.083330,14.715000
903,L5,1991,-23.083330,14.715000
18.2,L6,1973,33.716670,-103.650000
30.3,H5,1976,33.883330,-103.566670
882,L6,1977,34.083330,-103.500000
12,L6,1978,34.216670,-103.283330
9.699999999999999,L6,1979,34.083330,-103.500000
23.6,L4,1979,33.083330,-103.500000
2.9,H5,1980,33.750000,-103.133330
173.1,H5,1981,34.100000,-103.483330
35.200000000000003,H5,1981,34.100000,-103.483330
74.7,L5,1981,34.100000,-103.483330
16.3,H5,1981,34.100000,-103.483330
138.19999999999999,H5,1981,34.100000,-103.483330
177.8,L6,1981,34.216670,-103.200000
10.8,H5,1981,34.316670,-103.416670
450,L5,1982,34.116670,-103.566670
528,L5,1983,34.133330,-103.566670
96,H5,1983,33.818060,-103.206940
8.699999999999999,L6,1983,34.216670,-103.283330
59.2,H5,1984,34.183330,-103.233330
5.6,H5,1984,34.083330,-103.500000
4.3,L5,1984,34.083330,-103.500000
12.4,L6,1984,34.150000,-104.016670
67.3,L5,1984,34.083330,-103.500000
4.9,H4,1984,34.083330,-103.500000
3.1,H4,1984,34.283330,-103.433330
141.1,H5,1968,34.083330,-103.500000
21.8,L4,1968,34.083330,-103.500000
118.5,H5,1968,34.083330,-103.616670
81.599999999999994,L6,1968,34.083330,-103.616670
65.2,H5,1968,34.083330,-103.616670
49.4,H5,1968,34.300000,-103.450000
38,H5,1969,34.083330,-103.500000
71.099999999999994,H5,1969,34.083330,-103.500000
32.4,L5,1969,34.083330,-103.500000
32.6,H5,1969,34.083330,-103.516670
439.1,L6,1970,34.250000,-103.516670
55.5,L6,1970,34.233330,-103.250000
120.4,H5,1970,34.100000,-103.483330
30.3,L6,1970,34.133330,-103.366670
57.3,L6,1970,33.616670,-103.450000
13.1,L4,1971,34.083330,-103.500000
29.4,L5,1971,34.216670,-103.350000
17.7,H5,1971,34.100000,-103.483330
10.8,H5,1971,33.883330,-103.700000
361.5,H5,1971,34.300000,-103.433330
7.9,H5,1971,34.300000,-103.433330
10.3,H5,1972,34.416670,-103.583330
7.7,L5,1973,34.216670,-103.283330
12,L4,1968,34.083330,-103.500000
26.2,L6,1968,34.083330,-103.500000
34.200000000000003,H5,1968,34.083330,-103.616670
49.5,H5,1968,34.083330,-103.516670
16.2,H5,1969,34.216670,-103.500000
34.700000000000003,L4,1969,34.083330,-103.500000
24.8,H5,1969,34.083330,-103.500000
405.8,H5,1971,33.616670,-103.450000
4.9,L5,1988,34.100000,-103.483330
2.1,L5,1988,34.100000,-103.483330
13.9,L5,1988,34.100000,-103.483330
4.8,L5,1989,34.100000,-103.483330
2.3,L5,1989,34.100000,-103.483330
5.3,L4,1989,34.100000,-103.483330
9.800000000000001,L5,1989,34.100000,-103.483330
288,H5,1989,34.083330,-103.483330
22.2,L5,1990,34.083330,-103.516670
3.3,L4,1992,34.083330,-103.500000
10.9,L4,1992,34.083330,-103.500000
6.9,L4,1992,34.083330,-103.500000
30.2,H4,1993,34.100000,-103.583330
727.8,H6,1968,34.050000,-103.500000
522.20000000000005,H5,1969,33.633330,-103.166670
137,H4,1969,34.083330,-103.566670
14.8,H5,1969,33.666670,-103.416670
69.599999999999994,L4,1969,34.200000,-103.233330
140,L4,1969,34.316670,-103.383330
9,L6,1974,34.283330,-103.283330
8.199999999999999,H5,1977,34.066670,-103.516670
7.5,H4,1978,33.883330,-103.566670
1615,H5,1980,34.133330,-103.533330
6.4,H4,1993,34.283330,-103.516670
3.15,H4,1994,34.083330,-103.500000
34.29,L5,1994,34.083330,-103.500000
2.78,L5,1994,34.083330,-103.500000
3.55,L5,1994,34.083330,-103.500000
212.2,L5,1996,34.091670,-103.676670
56,H4,1996,33.958330,-103.938330
15,L6,1969,34.216670,-103.550000
6.8,L5,1970,34.300000,-103.450000
12.6,H5,1979,34.050000,-103.583330
8345,L5,1988,33.995000,-103.250000
10,L6,1998,33.738830,-103.650000
51.7,L5,1998,33.722170,-103.673330
30,H5,1998,34.188330,-103.941670
98.8,L6,2001,34.216670,-103.933330
81.2,L6,2000,34.216670,-103.133330
4.75,H5,2004,34.216670,-103.183330
17.3,L6,2005,34.216670,-103.183330
73.7,L4,1987,33.736667,-103.623333
54900,H5,1915,30.816670,-97.050000
9935,L5,1934,30.058060,-96.651390
7166,H4,1939,30.066670,-96.700000
6000,H5,1986,39.166670,-98.433330
34700,H6,1962,-29.800000,148.633330
47200,L5,1933,35.950000,-104.200000
5619,L6,1934,35.950000,-104.200000
490,H5,1955,20.000000,50.000000
55,L6,1955,20.000000,50.000000
4300,H5,1994,48.348000,17.866000
4300,H5,1948,39.500000,-85.500000
9300,L6,1938,38.616670,-102.716670
50,L5,1866,39.616670,-85.450000
8.9,H5,1982,32.133330,-111.133330
5288,L5,1988,81.166670,-49.000000
98.9,H4,2003,34.756370,-114.234350
892.8,H4,2004,34.756350,-114.234300
89.2,H4,2004,34.758730,-114.233420
28.6,H5,2004,34.750780,-114.227170
11870,L6,1998,30.266670,-4.666670
2059,H5,2001,null,null
254.9,H5,2001,null,null
4067,H4,2003,null,null
754,LL6,2003,null,null
25450,L6,1997,null,null
2540,L5,1997,null,null
1251,L6,1997,null,null
409,H6,1997,null,null
61,H5,1997,null,null
304,LL6,1997,null,null
433,H5,1997,null,null
396,H6,1997,null,null
783,H5,1997,null,null
28,H4,1997,null,null
320,H4,1997,null,null
39,H4,1997,null,null
289,H4,1997,null,null
324,L5,1997,null,null
485,H5,1997,null,null
212,H4,1997,null,null
9750,H5,1997,null,null
9905,H4,1997,null,null
185,L4,1997,null,null
2100,L6,1997,null,null
146,H6,1997,null,null
256,H4,1997,null,null
2060,LL6,1997,null,null
48.3,L5,1997,null,null
38.299999999999997,L5,1997,null,null
62.4,H5,1997,null,null
810,H4,1997,null,null
675,H6,1997,null,null
196,L6,1997,null,null
900,LL6,1997,null,null
36.6,H4,1997,null,null
784,L6,1997,null,null
161.30000000000001,LL6,1997,null,null
60,H6,1997,null,null
119,H6,1997,null,null
101.1,L4,1997,null,null
99,L6,1997,null,null
224,H4,1997,null,null
1250,H5,1997,null,null
335,L6,1997,null,null
650,L6,1997,null,null
38,H5,1997,null,null
50,L6,1997,null,null
73,L6,1997,null,null
257,LL5,1997,null,null
83,H6,1997,null,null
187,L5,1997,null,null
11210,H5,1997,null,null
7304,H5,1997,null,null
12300,LL6,1997,null,null
525,LL6,1997,null,null
207,LL6,1997,null,null
347,L4,1997,null,null
345,H4,1997,null,null
630,L5,1997,null,null
643,L6,1997,null,null
288,L6,1997,null,null
515,L5,1997,null,null
60.8,L6,1997,null,null
502,LL6,1997,null,null
3790,L4,1997,null,null
280,LL6,1997,null,null
445,L5,1997,null,null
902,L5,1997,null,null
50,L5,1997,null,null
116,H5,1997,null,null
80,L5,1997,null,null
503,L5,1997,null,null
120,L5,1997,null,null
1159,L5,1997,null,null
80,H5,1997,null,null
2138,L5,1997,null,null
1165,H5,1997,null,null
255,L6,1997,null,null
230,L4,1997,null,null
1240,L5,1997,null,null
160,H5,1997,null,null
582,L5,1997,null,null
458,L5,1997,null,null
975,L5,1997,null,null
145,L4,1997,null,null
45,H5,1997,null,null
50,L5,1997,null,null
77,H5,1997,null,null
46,L5,1997,null,null
292,L4,1997,null,null
680,H6,1997,null,null
725,H5,1997,null,null
309,L5,1997,null,null
496,L6,1997,null,null
683,L4,1997,null,null
152,LL6,1997,null,null
655,L5,1998,null,null
10345,H5,1998,null,null
681,H5,1998,null,null
138,L6,1998,null,null
817,H5,1998,null,null
192,L6,1998,null,null
93,L6,1998,null,null
187,L4,1999,null,null
137,L6,1998,null,null
12,H5,1998,null,null
226,L4,1998,null,null
68,L6,1998,null,null
258,L4,1998,null,null
8,LL6,1998,null,null
300,H4,1998,null,null
62,H4,1998,null,null
250,L6,1999,null,null
365,H6,1999,null,null
194,H5,1999,0.000000,0.000000
345,L5,1999,null,null
267,LL6,1999,null,null
144,H6,1999,null,null
3320,H6,1999,null,null
9220,L5,1999,null,null
481,LL6,1999,null,null
470,L5,1999,0.000000,0.000000
213,L4,1999,null,null
730,H6,1999,null,null
476,L6,1999,null,null
6050,L6,1999,null,null
917,H5,1999,null,null
271,H5,1999,null,null
750,H5,1999,null,null
343,H6,1999,null,null
791,H5,1999,null,null
292,H5,1999,null,null
331,H5,1999,null,null
303,H5,1999,null,null
61,H6,1999,null,null
452,H5,1999,null,null
24500,H4,1971,27.000000,-105.250000
223,L6,2008,-23.826000,-68.572170
1005,H5,2000,-24.203330,-68.805000
30800,H5,1901,39.400000,-100.400000
7000,L6,1963,66.800000,28.450000
875,H5,1869,40.916670,-111.666670
258,L5,2010,34.000560,-115.729720
12300,L4,1983,-27.558610,-56.134440
3600,H4,1942,-35.533330,-58.766670
36000,H4,1887,36.000000,-119.000000
532,H5,1944,24.700000,-99.083330
1229,L5,2001,-25.575000,-69.795000
345,H6,2002,-25.575000,-69.795000
209.89599999999999,H5,2007,-25.446167,-69.858667
229.304,L4,2007,-25.447333,-69.860667
186.1,H6,2007,-25.445833,-69.863500
398.89699999999999,H6,2007,-25.447500,-69.851000
103.78,LL6,2007,-25.448500,-69.851833
33.659999999999997,H4,2007,-25.447833,-69.867333
66.790000000000006,H5,2007,-25.443167,-69.895500
134,L6,2008,-25.445000,-69.870667
349,L6,2008,-25.444500,-69.867000
116,H5,2008,-25.444167,-69.871500
56.4,H6,2008,-25.443500,-69.874500
17.2,L5,2008,-25.443000,-69.875167
181,L6,2008,-25.442500,-69.874000
151,H5,2008,-25.441500,-69.876167
174,H4,2008,-25.441667,-69.873500
86.3,L6,2008,-25.442500,-69.872167
539,H5,2008,-25.443000,-69.871833
15.2,L6,2008,-25.440000,-69.872333
419,H5,2008,-25.372000,-69.899500
307,L6,2008,-25.442500,-69.871167
151,H5,2008,-25.441167,-69.871167
25.5,H5,2008,-25.441833,-69.870333
357,H6,2009,-25.440833,-69.868833
814,L6,2009,-25.440333,-69.868167
10.3,H5,2009,-25.439667,-69.879833
27.6,L6,2009,-25.440500,-69.880167
11.4,L5,2009,-25.439833,-69.880333
460,H5,2009,-25.441833,-69.881667
38.5,L6,2009,-25.371000,-69.897500
26.4,H5,2009,-25.443167,-69.882500
120,H5,2009,-25.443667,-69.884000
57.4,H5,2009,-25.442333,-69.864667
14.1,H5,2009,-25.443000,-69.863667
10.6,H5,2009,-25.447333,-69.883500
41.8,H5,2009,-25.439333,-69.886333
29.4,H6,2009,-25.439667,-69.886500
117,H5,2009,-25.438667,-69.886500
27,H5,2010,-25.440000,-69.888330
238,L4,2010,-25.440670,-69.863670
85,L5,2010,-25.438830,-69.858830
263,L6,2010,-25.449000,-69.881500
171,LL6,2010,-25.449330,-69.881500
168,L5,2010,-25.449000,-69.880330
74,H5,2010,-25.446500,-69.885830
1.3,L5,2010,-25.440670,-69.860830
1125,H5,2010,-25.425170,-69.690170
3384,H5,2010,-25.583330,-69.783330
656,L6,2010,-25.583330,-69.783330
459,H4,2010,-25.583330,-69.783330
441,L6,2010,-25.583330,-69.783330
72,L6,1887,29.500000,-98.500000
2443,H5,1986,39.430000,-99.995000
1200,H5,1947,40.816670,-102.250000
5168,L5,2003,null,null
2863.9,H5,2002,null,null
1026.5,LL5,2002,null,null
2400,LL5,2002,null,null
1346.8,L5,2003,null,null
1242.0999999999999,L5,2002,null,null
1373.7,L5,2002,null,null
786.9,L5,2003,null,null
1330,L5,1999,40.433330,-98.066670
780.7,LL6,2002,null,null
701.9,LL6,2002,null,null
488.7,LL5,2002,null,null
328.8,L6,2002,null,null
321.2,L5,2002,null,null
464.7,LL5,2002,null,null
919.1,L5,2003,null,null
596.5,L5,2003,null,null
553.4,L5,2003,null,null
462.9,L5,2003,null,null
192.3,LL5,2002,null,null
214.9,LL5,2002,null,null
224.1,L5,2003,null,null
237.4,L5,2003,null,null
224.5,L5,2003,null,null
179.8,L5,2003,null,null
145.6,L5,2003,null,null
108,L5,2003,null,null
107.2,LL5,2003,null,null
58.7,LL5,2003,null,null
121.5,H5,2003,null,null
61.75,L5,2003,null,null
160.16999999999999,LL5,2003,null,null
137.94,LL5,2003,null,null
183.66,LL5,2003,null,null
76.08,LL5,2003,null,null
79.36,H5,2003,null,null
89.42,L5,2003,null,null
52.6,L5,2002,null,null
165.8,L5,2002,null,null
60.5,L5,2002,null,null
64.2,LL6,2002,null,null
167.4,H5,2002,null,null
114.5,L5,2002,null,null
93.3,LL5,2002,null,null
108.3,LL5,2002,null,null
64.400000000000006,H5,2002,null,null
152.19999999999999,LL5,2002,null,null
17.329999999999998,H5,2003,null,null
27.48,L5,2003,null,null
43.7,LL5,2003,null,null
7.35,L5,2003,null,null
42.21,LL5,2003,null,null
44.3,LL5,2003,null,null
67.790000000000006,LL5,2003,null,null
22.71,LL5,2003,null,null
5950,L6,1983,39.844330,-100.510000
2180,H6,1995,26.812000,15.874670
428,L6,1997,26.427670,15.848330
462,L6,1999,27.138830,15.547500
1527,L6,1999,26.842500,15.691830
6697,H5,1994,24.297000,18.414330
265,L5,1948,24.400000,81.883330
8100,H4,2006,37.523920,-98.629930
450000,L5,2000,20.516670,56.666670
358,H4,1999,20.979000,57.162000
358,L6,1999,20.796000,57.208000
620,L6,1999,20.927000,57.285500
726,H4,1999,20.952330,57.304500
1848,H5,1999,20.991500,57.307000
4682,H6,1999,20.992000,57.305830
174,H5,1999,21.003330,57.288500
808,L6,1999,20.982500,57.314830
5496,H5,1999,20.965500,57.320830
430,L5,1999,21.019830,57.298170
132,H5,1999,21.048000,57.286670
7745,H6,1999,20.978670,57.327170
2059,L4,1999,20.968330,57.317330
818,H5,1999,20.551000,57.144330
110,L6,1999,20.682670,57.179000
316,L5,1999,20.694330,57.160500
148,L6,1999,21.052330,57.285670
452,L6,1999,21.071830,57.266170
136,H6,1999,21.090330,57.247330
268,L6,1999,21.115330,57.221170
952,L6,1999,21.021830,57.246670
78,L6,1999,21.058500,57.272830
213,H5,2000,20.967500,57.323500
167,L4,2000,21.065670,57.224500
878,H5,2000,21.084830,57.055170
100,L6,2000,20.825830,57.199330
174,L6,2000,21.051000,57.276500
201,L6,2000,21.054000,57.276830
1868,H6,2000,20.996670,57.291170
215,H5,2000,21.065170,57.281670
6760,H5,2000,20.673670,57.180000
714,H5,2000,20.665830,57.186330
160,L6,2000,21.069170,57.289000
90,L6,2000,21.068170,57.281000
1516,L6,2000,21.056940,57.276390
291.2,H5,2000,21.075560,57.257220
945.2,L6,2000,20.723060,57.125280
169.1,H5,2000,21.060830,57.271940
306.89999999999998,L6,2000,21.043610,57.017500
882.1,H5,2000,20.823330,57.085280
262.89999999999998,H6,2000,20.938330,56.877220
112.8,H5,2000,21.009170,56.986940
389,H5,2000,20.980670,57.302170
132,L6,2000,20.975830,57.323000
399,H5,2000,21.011000,57.320670
81,H6,2000,21.015000,57.338000
139,L6,2000,20.982830,57.334830
274,L5,2000,20.973500,57.305000
278,L6,2000,20.530000,56.671670
88,H6,2001,21.061670,57.326670
35,L5,2001,20.456670,56.656670
62,H4,2001,20.541670,56.678330
900,L6,2000,20.506670,56.655000
14,L4,2001,21.060000,57.290000
262,H5,2000,20.581670,56.798330
216,H5,2001,21.000000,57.310000
58,H5,2001,21.035000,57.268060
4670,LL5,2000,20.531670,56.676670
1165,H5,2001,21.326670,57.178330
311.89999999999998,H6,2001,20.819000,57.339670
6750,H5,2001,20.638170,57.169000
1899.1,H5,2001,20.651500,57.169000
410.5,H5,2001,20.627500,57.164330
1024.9000000000001,L6,2001,20.732500,57.122000
23.2,H6,2001,21.011830,57.330000
598.6,L6,2001,21.004000,57.318670
333,H4,2000,21.051830,57.269670
441,H6,2000,21.051830,57.269670
385,L4,2000,21.051830,57.269670
455,LL6,2000,21.051830,57.269670
128,LL6,2000,21.051830,57.269670
710,L5,2000,20.710000,57.021670
1736,H5,2000,20.320000,57.231670
49.2,L6,2000,20.530000,56.665000
676,LL5,2000,21.166670,56.666670
200,LL5,2000,21.170170,56.682830
146.5,LL5,2000,21.099170,57.091170
230,H6,2000,21.123070,56.982380
234,H6,2000,21.145400,56.787500
2342,H5,2000,21.144930,56.805870
50.7,H5,2000,20.615700,57.163180
1704,L6,2000,21.053030,57.262720
119.5,L5,2000,20.935000,57.011670
50,L6,2001,20.983330,57.326670
136,H5,2001,21.018330,57.313330
34,H5,2001,21.058330,57.291670
190,L4,2000,20.541670,56.688330
258,LL6,2001,20.926670,57.255000
16,H6,2001,21.066670,57.316670
66,H5,2002,21.085000,57.280000
660,H6,2002,20.990000,57.306670
90,H6,2002,20.985000,57.296670
233,H5,2002,21.043330,57.296670
326,H5,2001,21.060000,57.265000
191,L5,2001,21.046670,57.255000
224,H6,2000,20.460000,56.675000
314,L6,2000,20.541670,56.680000
344,H5,2000,20.536670,56.683330
472,H4,2002,21.003330,57.315000
688,H4,2002,21.008330,57.310000
130,L6,2001,21.070000,57.313330
120,L6,2001,21.020000,57.281670
184,H5,2001,21.008330,57.000000
100,L6,2002,20.980000,57.333330
82,H6,2002,20.998330,57.315000
92,H5,2003,21.090000,56.915000
12.34,H5,2001,21.068310,57.315640
853,L5,2001,20.998670,57.294670
7.76,L5,2001,21.064810,57.273560
129,H5,2001,21.066360,57.267580
8.07,L6,2001,21.071280,57.101750
57.37,H5,2001,21.183720,57.210080
9.869999999999999,H5,2002,21.062890,57.315610
137.36000000000001,L4,2002,21.042640,57.297670
142.43,L4,2002,21.057030,57.299720
135.19999999999999,L5,2002,21.007420,57.266580
70.290000000000006,H5,2002,21.048330,57.309170
33.25,H4,2002,21.051580,57.311440
131.5,L4,2002,21.039080,57.310170
19.55,H4,2002,21.038580,57.293830
963,L4,2002,21.036920,57.289890
19.34,H4,2002,21.051720,57.237950
217,H4,2002,20.998720,57.325000
16.600000000000001,L6,2002,21.067500,57.272200
163,H4,2001,21.017170,57.320330
185,L6,2000,20.090000,56.702900
263,H6,2000,20.090000,56.720480
38,L6,2000,20.070000,56.723730
1877.3,H5,2001,21.037030,57.326850
331.47,H6,2001,20.983530,57.201020
457.15,L5,2001,21.020180,57.211470
385.2,H5,2001,21.020630,57.213100
68.040000000000006,L6,2001,21.167880,56.541370
24.73,H4,2001,21.105170,56.996300
570,H5,2004,20.966000,57.325500
745,H5,2002,21.013330,57.318330
1913,H6,2002,20.993330,57.280000
690,L6,2004,21.055170,57.297500
207,L6,2004,21.064450,57.299230
622,L6,2004,20.573000,56.702570
19,H6,2001,21.048330,57.258330
48,LL6,2001,20.995000,57.325000
556,L4,2004,20.548170,56.679310
38.5,H5,2003,20.176200,56.519830
226.22,L6,2002,20.476330,57.360130
262,L5,2001,20.863330,56.203330
284.83,H6,2002,20.965950,57.324550
349.28,H6,2002,20.965970,57.325700
52,L4,2001,20.863500,56.203500
198.36,L6,2001,21.035780,57.328250
48.09,H5,2002,21.039630,57.310850
407.77,L6,2002,21.043000,57.343070
34.69,L6,2002,21.062620,57.273800
36.03,L6,2002,21.062620,57.274220
75.13,L6,2002,21.065280,57.280400
16.079999999999998,L6,2002,21.067220,57.283450
44.71,L6,2002,21.069630,57.291230
22.79,L6,2002,21.071020,57.294850
139.96,H5,1998,21.083500,57.252750
137.80000000000001,L6,2002,20.004000,56.762020
606.91999999999996,H4,2002,20.201250,56.961430
48.65,H4,2003,20.295020,56.507550
5585,H5,2002,20.331680,57.247400
97.27,L6,2003,20.035770,57.220380
319,H4,2002,20.368580,56.886680
2027.06,L5,2002,20.402770,57.037400
187.5,H4,2002,20.414370,57.065780
1081.8,L5,2003,20.420870,57.359270
188.38,H5,2003,20.424220,56.561850
29.87,H4,2002,20.427420,57.102970
181.26,H5,2003,20.433420,56.587170
86.33,L4,2002,20.442470,57.232950
2934,H4,2002,20.484070,56.942900
1945.35,L5,2002,20.489330,57.400630
77.78,L6,2002,20.490420,57.393550
2309.1999999999998,L5,2002,20.491330,57.369520
688.1,L5,2002,20.493500,57.251870
306.69,H4,2002,20.060350,56.949180
93.47,H6,2002,20.062550,56.953270
450.93,H6,2002,20.502220,57.373720
149,H6,2002,20.507720,57.151270
711.2,L6,2002,20.511680,57.318430
307.27999999999997,L4,2002,20.513220,57.367570
60.92,H5,2002,20.516770,57.365100
74.760000000000005,H4,2002,20.526270,57.385980
647.70000000000005,L6,2002,20.539750,57.306750
2370.06,L6,2002,20.541820,57.198920
210.49,H6,2002,20.543730,57.128500
431.9,L5,2002,20.553620,57.324330
3436,L4,2002,20.556170,57.310000
2094.8000000000002,L4,2003,20.556830,56.847400
2737,L4,2003,20.562750,57.285700
419.16,H5,2002,20.565650,57.358300
566.65,L6,2002,20.572680,57.369380
183.08,L6,2002,20.579650,57.184830
773.9,L6,2003,20.581030,57.402950
486.21,H5,2002,20.582800,57.360670
485.92,L6,2003,20.587470,57.352920
2128.9,H5,2002,20.596370,57.161630
964.19,L6,2002,20.598900,57.020470
461.13,L6,2003,20.599580,57.375250
392.5,H5,2002,20.600630,57.159250
175.12,H5,2003,20.605050,57.321750
3864.21,L6,2002,20.613270,57.339120
1415.13,H4,2002,20.622700,56.947920
460.13,L6,2003,20.636100,57.214100
1069.5,L6,2003,20.636420,57.287270
400.8,H5,2002,20.695280,57.183230
3548.08,LL6,2002,20.696170,57.194900
25014,H5,2002,20.707130,57.183170
223,L6,2002,20.722050,57.210130
314.63,H4,2002,20.768850,57.260020
7563,H5,2003,20.786670,57.214050
97.45,L6,2003,20.790280,57.194080
56.75,L4,2002,20.813100,57.330180
303.23,H6,2002,20.944950,57.355850
286.41000000000003,H6,2002,20.100170,56.837750
11643,H6,2002,20.166580,57.075450
27860.799999999999,L5,2002,21.261720,57.178870
79.56,L6,2003,21.044550,57.273500
193.02,H4,2002,21.062600,57.312520
9.300000000000001,H5,2004,21.068900,57.313270
373,H5,2004,20.526930,57.134330
259,L4,2004,20.600400,57.163950
387,H5,2004,20.603420,57.164270
613,H5,2004,20.608370,57.160070
4780,L5,2004,21.009870,57.038620
221.5,H5,2004,20.790870,57.183520
191.1,L5,2004,21.068580,57.301320
15.7,L6,2004,21.059600,57.283430
20.2,L6,2004,21.069850,57.263930
51.1,L5,2004,20.598330,57.163230
313,L5,2004,21.064170,57.298870
714,L6,2005,20.927670,57.282330
94,L6,2001,21.200000,57.100000
214,H4,2004,21.001670,57.311670
278,L6,2004,20.611670,56.755000
412,H4,2004,20.680000,56.815000
4,H5,2004,21.011670,57.311670
6,H6,2004,21.013330,57.315000
10,L4,2004,21.005000,57.311670
8,H5,2004,20.995000,57.326670
70,H5,2004,20.998330,57.311670
550,H5,2004,21.090000,57.258330
18,H6,2004,21.075000,57.263330
220,L5,2004,21.098330,57.278330
468,H5,2005,21.060000,57.296670
112,H6,2001,20.996670,57.330000
76,H5,2004,21.005000,57.325000
1352,L6,2004,21.008330,57.310000
45.59,L6,2004,20.535780,56.670900
24.5,L4,2004,20.542900,56.638080
182.4,L5,2003,20.528080,56.675300
97.27,L6,2003,20.035770,57.220380
720.2,H4,2005,21.003450,57.153680
369.1,L5,2005,20.910220,56.902280
120.81,H5,2005,20.914220,56.886100
455.7,L4,2005,20.912120,56.846970
212.28,L5,2005,20.009300,56.507330
81.14,H6,2005,19.997330,56.535200
410.31,H5,2005,19.996530,56.526100
1212.5,H5,2005,19.997020,56.512120
293.60000000000002,H4,2005,20.043030,56.577880
19.46,H5,2005,20.279620,56.508450
59.8,L5,2005,20.265080,56.503000
188.8,LL6,2005,20.922430,56.886850
81.36,H5,2005,20.868850,56.664680
506.3,H5,2005,20.849180,56.949020
8507.7000000000007,H6,2005,21.013320,57.091730
23.16,L6,2005,21.268520,57.316150
154.5,H4,2001,21.055250,57.269020
22.1,H5,2001,21.076900,57.296930
90.7,H5,2007,21.099050,57.267670
1713.81,L4,2006,20.882500,57.357230
167.41,H4,2006,20.793250,57.350650
676,H6,2006,20.595170,56.830230
298.93,L4,2006,20.479280,56.828980
120.88,L6,2006,20.479280,56.754420
274.79000000000002,H5,2006,20.479550,56.744350
94.12,L6,2006,20.438220,56.703830
16.920000000000002,H4,2006,20.339280,56.564450
210.3,LL5,2008,20.025570,56.558270
127.3,H4,2001,21.087870,56.941280
1031.4000000000001,H5,2002,20.386120,56.938830
3016.69,L4,2002,20.051680,56.505830
355.50700000000001,L5,2002,20.097420,56.628520
32.100999999999999,L4,2002,20.165580,56.628030
86.471999999999994,L5,2002,20.245400,56.515880
73.8,L5,2005,20.010220,56.521880
135.87299999999999,H4,2007,20.922570,57.136170
75.873999999999995,H5,2007,20.255230,56.541430
108.746,H4,2007,20.395300,56.588820
52.390999999999998,L6,2007,20.442900,56.654220
157.45699999999999,L6,2007,20.445380,56.655420
49.250999999999998,H5,2007,20.597880,56.978820
908,L6,2008,20.786170,57.149670
32.700000000000003,H6,2008,21.276320,57.118770
143.30000000000001,H6,2008,21.292100,57.178000
3644.6,H5,2008,20.959350,56.971900
277.89999999999998,H5,2008,20.273170,56.634130
1257.0999999999999,L6,2008,21.268450,57.128720
149,H4,2008,20.198670,56.809170
92,H6,2008,20.702500,57.111170
732,H4,2009,20.527830,57.404500
415,L6,2009,20.211670,56.604670
4053,L5,2009,20.532000,57.335000
15900,H5,2009,20.764670,57.269670
1269,H6,2009,20.126170,56.562830
954,H6,2009,20.785330,57.268670
541,L5,2009,20.530000,57.367000
665.7,L6,2009,21.289980,56.580920
373.9,H6,2009,21.200070,56.735500
182.7,H5,2009,21.012170,56.779570
257.60000000000002,L6,2009,20.939300,56.904500
154.19999999999999,H5,2009,20.125380,56.553350
1145.0999999999999,L5,2009,20.712820,57.121620
549.9,H4,2009,20.727220,57.107420
115.5,H5,2009,20.356480,56.548850
1.7,L4,2009,20.356380,56.551420
390.3,L5,2009,20.371530,56.510820
403.2,L5,2009,20.371650,56.510170
30.2,H5,2009,20.420870,56.500330
350.1,H5,2009,20.404320,56.642050
977.8,L6,2009,20.407020,56.652280
265.2,L6,2009,20.415330,56.665500
